sigma0,M,alpha,G,b,rho,solute,c,T,epsd,rp,rc,fp,beta,sigma,sigmae
29.90676575,3.731453847,0.388305849,27611127331,1.16E-10,8.38017E+11,4,0.018706003,343.2216973,0.791836983,1.67E-09,1.23E-08,0.004025543,0.693060581,170.8783914,166.2855796
27.97944407,2.150886476,0.559240815,29141811790,1.93E-10,8.69129E+12,2,0.017836001,486.8833039,0.036520282,1.57E-09,8.69E-09,0.029070323,0.629840908,112.6381834,121.3651299
19.80189024,3.750912604,0.499160761,25071710629,2.96E-10,3.53607E+12,3,0.020211793,525.4644531,0.593259161,1.03E-09,1.02E-08,0.022233027,0.527994492,167.3280743,175.1912947
27.13487674,2.684132298,0.391728104,27895863740,3.68E-10,1.85934E+12,0,0.010802726,355.7576009,0.604012503,1.06E-09,9.43E-09,0.022623776,0.546329812,150.9872261,144.3464081
25.40044533,2.845570602,0.401349369,26855566104,3.92E-10,6.11518E+12,5,0.021930542,520.0430786,0.131298026,1.60E-09,1.21E-08,0.003196282,0.633562706,234.7958702,227.3632163
19.01949725,3.15162019,0.512910611,21827750275,3.02E-10,3.81686E+12,2,0.029534889,467.4810171,0.651534792,1.59E-09,1.14E-08,0.007804966,0.448042843,75.2790372,76.37928671
18.396535,3.550909723,0.516333373,22644638982,2.31E-10,1.93596E+12,5,0.026496159,403.814873,0.271918178,1.62E-09,8.29E-09,0.011249003,0.650222621,365.2456797,371.9164124
15.89732538,3.432738963,0.35724068,25590872821,2.57E-10,8.63649E+12,0,0.022497102,359.077503,0.533911429,1.51E-09,1.19E-08,0.001091563,0.661883383,101.7292441,110.6172474
26.36663957,3.912391092,0.644083707,24566748140,3.56E-10,7.44222E+12,3,0.022605065,369.6364106,0.808236332,1.45E-09,1.19E-08,0.011922786,0.315342308,175.7576037,180.5267177
14.50817786,2.072168625,0.530498528,27918460174,3.52E-10,9.34058E+11,1,0.019725343,498.4518097,0.684857807,1.64E-09,1.04E-08,0.012554264,0.651367052,158.9110527,150.5926732
16.59658286,3.860766396,0.481306953,26753032709,3.33E-10,7.7674E+12,5,0.015632354,587.061776,0.805228831,1.14E-09,9.91E-09,0.003793262,0.318445799,247.590816,245.4564558
28.81095714,2.374594934,0.39190013,21708606777,2.91E-10,2.57455E+12,2,0.029407503,421.8760054,0.274397221,1.83E-09,9.18E-09,0.023147252,0.32162343,71.58295348,77.92972574
12.90748696,2.290929961,0.39183441,23002445286,1.58E-10,4.25661E+12,1,0.014499407,591.8864224,0.147632494,1.46E-09,8.67E-09,0.016466113,0.513013899,93.38109967,83.46904151
20.10374875,3.608929278,0.633944892,25979052483,1.61E-10,5.57941E+11,0,0.015373151,548.9861229,0.114606765,1.38E-09,8.93E-09,0.023784977,0.396168596,92.03029212,90.33590351
12.92089376,3.33471629,0.43519562,21749427721,2.56E-10,8.69119E+12,5,0.029201075,521.5100768,0.578293526,1.63E-09,7.13E-09,0.001392895,0.486844879,302.3914242,304.9166149
26.28961683,3.196062479,0.331788368,20595117910,1.04E-10,7.59488E+12,1,0.010393605,543.648383,0.796689121,1.13E-09,7.43E-09,0.010560643,0.665718136,102.0896739,97.171796
15.46528175,3.964261636,0.681729168,22823521792,3.62E-10,9.36756E+12,2,0.025412606,448.1570667,0.499593799,1.77E-09,9.80E-09,0.026220863,0.591722962,274.7393389,272.355084
13.05970912,2.351873815,0.397345083,21629877005,1.69E-10,1.72861E+12,2,0.020087744,455.9633789,0.568952235,1.52E-09,7.93E-09,0.008563332,0.548115415,46.66098781,40.87139085
28.82804501,3.970165337,0.663902948,24381262435,1.72E-10,6.1529E+12,2,0.025725606,379.1199865,0.847957485,1.60E-09,7.21E-09,0.028951206,0.66990905,221.9816519,229.4532938
10.84624412,2.135312436,0.670891766,22037501893,1.43E-10,6.52746E+12,1,0.010817118,524.9473225,0.749629919,1.18E-09,9.21E-09,0.010067214,0.38351143,68.656079,70.42474657
25.58271897,2.057950096,0.645272482,24273789780,3.48E-10,7.85787E+12,5,0.013502057,466.9074504,0.007957815,1.88E-09,1.24E-08,0.011008702,0.551182843,148.9826479,141.366903
17.00632068,3.344854226,0.661292776,21694883783,3.44E-10,1.87781E+12,4,0.027712771,502.3266006,0.507435502,1.50E-09,8.46E-09,0.013052171,0.385767476,253.1923794,243.9381898
27.5754736,3.609797093,0.658194676,22124374225,2.39E-10,2.00717E+12,4,0.017569266,305.0586025,0.106608954,1.08E-09,8.31E-09,0.002304435,0.642025286,184.2148884,178.1092124
13.36971656,3.316230692,0.606381233,25036762274,2.96E-10,9.47168E+12,5,0.029834402,547.4503295,0.362073337,1.06E-09,1.06E-08,0.026226416,0.647040368,393.7940575,399.6303937
23.30438698,2.551084343,0.618031446,26693473858,1.55E-10,95238897481,1,0.025780905,393.7312449,0.181813138,1.17E-09,8.39E-09,0.013975472,0.483679454,150.5309212,145.1540562
26.52412398,3.134016719,0.497472643,27584846068,1.68E-10,9.46275E+12,1,0.022516648,328.9491373,0.956038985,1.80E-09,6.90E-09,0.018745204,0.319555243,224.1046948,220.8300257
10.4223111,3.173831688,0.40115497,25420983565,3.72E-10,4.17892E+12,5,0.019867317,306.4725587,0.125497379,1.70E-09,1.12E-08,0.020098871,0.377972957,297.8241449,306.6909242
15.55811923,2.443631323,0.442455991,20740763757,2.15E-10,7.66463E+12,2,0.012815046,598.5476841,0.7977863,1.98E-09,1.04E-08,0.0012227,0.376711832,25.88177671,18.43156875
21.22950159,3.661560989,0.385334864,23591368574,3.84E-10,5.64858E+12,3,0.018723903,367.1294872,0.08635738,1.29E-09,1.21E-08,0.023886829,0.408033393,156.4658856,157.3233713
22.22161037,2.163434854,0.56005709,24904503622,3.21E-10,9.48602E+12,0,0.025715258,508.4393591,0.789728215,1.92E-09,8.07E-09,0.007633649,0.388040545,113.2533844,114.7079691
10.14663281,2.96602374,0.433386214,28540960263,1.13E-10,4.49339E+12,0,0.01206697,358.7905552,0.276711125,1.27E-09,9.58E-09,0.001581255,0.663636054,50.28936844,59.68822
20.67100517,3.753840095,0.51611658,27247066518,3.30E-10,6.22177E+12,1,0.015801024,589.7478941,0.641702326,1.38E-09,1.06E-08,0.005682958,0.587893329,210.9506836,208.5737853
16.87373601,2.896253596,0.652799739,22740071981,3.34E-10,8.05227E+12,2,0.019736126,322.3958962,0.731648552,1.93E-09,7.78E-09,0.017491462,0.418582986,163.1749151,157.3717167
26.86516968,2.094009904,0.676356439,27768543374,1.93E-10,9.82184E+12,5,0.014911643,414.1332224,0.162804157,1.25E-09,9.70E-09,0.010056115,0.481094719,146.8231739,153.2082568
27.06143755,2.776672922,0.353553803,23597177120,1.80E-10,5.73239E+12,2,0.028497733,416.7520924,0.718492312,1.73E-09,8.56E-09,0.003611699,0.515542368,52.64732243,50.40575501
27.61827634,2.59321021,0.365221784,24431767720,3.47E-10,4.3039E+12,3,0.013063066,493.8975778,0.643465298,1.03E-09,9.14E-09,0.024829826,0.66692521,156.8929445,155.0617494
12.38233295,2.520425536,0.693156804,21084052698,2.08E-10,2.9186E+11,2,0.022702258,392.3363004,0.760588707,1.52E-09,7.06E-09,0.013940962,0.66581278,95.57425847,100.7540404
19.33917509,3.320036886,0.560697176,29729634008,2.41E-10,2.42667E+12,3,0.029795899,404.8609369,0.347551088,1.12E-09,6.84E-09,0.022986977,0.557489447,252.1492455,247.4923254
17.24452084,2.120190703,0.592144444,20112556238,1.91E-10,2.70995E+12,5,0.027082585,446.4199716,0.864765833,1.36E-09,8.08E-09,0.002402077,0.342974616,174.648282,183.9364261
29.55140189,3.773509923,0.639787293,22464264424,1.21E-10,1.68703E+12,1,0.011160504,549.6128222,0.104995846,1.92E-09,1.16E-08,0.003244947,0.540328542,92.37300204,96.3657602
11.90315679,2.193469469,0.601565043,28864561608,1.76E-10,7.46872E+12,3,0.015312867,301.2413415,0.771579816,1.42E-09,9.31E-09,0.021018786,0.567503915,101.6387534,98.95380069
21.90286115,3.053159355,0.446289178,21092708917,1.25E-10,1.14729E+12,0,0.017773039,326.8726492,0.392619683,1.98E-09,8.63E-09,0.006022162,0.344919619,63.85912627,67.22098993
18.01117684,3.065013779,0.517986779,20977545494,3.00E-10,4.80654E+12,1,0.010698774,508.1790205,0.055786858,1.86E-09,7.85E-09,0.019168548,0.594744289,212.0789074,204.6494144
15.83928256,2.76004802,0.483431994,21856478394,3.19E-10,9.46447E+12,4,0.012497165,321.1641173,0.105090344,1.03E-09,6.50E-09,0.001294246,0.523688272,135.2292666,131.800136
13.80223363,3.5440071,0.462191033,25740982881,2.92E-10,7.72868E+12,3,0.013118743,593.5753767,0.636210479,1.67E-09,8.97E-09,0.028947572,0.368729583,172.3303928,171.642488
19.79931411,3.836851444,0.411175381,23982112248,2.04E-10,7.31383E+12,4,0.011173129,576.7208028,0.560070409,1.76E-09,6.54E-09,0.010280892,0.540450512,214.3540154,221.2953588
14.9863873,3.379954953,0.617954276,27104473711,3.18E-10,74575888876,4,0.015437934,362.8615419,0.978144365,1.11E-09,9.00E-09,0.001629372,0.425021684,144.5105858,147.6996109
24.66311857,2.295252071,0.396986891,28998678057,1.21E-10,3.25552E+12,1,0.024939726,439.9250889,0.823593215,1.49E-09,7.01E-09,0.012813616,0.380979374,136.216331,135.2020433
23.3826715,3.776978455,0.483897751,26935394288,3.73E-10,7.5153E+12,4,0.022540223,347.0900894,0.941570273,1.80E-09,9.74E-09,0.00297432,0.499419471,282.4768442,290.0361137
10.66969303,3.291240071,0.51505855,24114675710,3.76E-10,8.8438E+12,0,0.028216884,410.5007892,0.858736696,1.75E-09,7.28E-09,0.001269111,0.301918656,139.7704987,148.5895572
12.85024401,3.404152197,0.56155313,21209477173,3.13E-10,2.9026E+12,0,0.014645126,469.5094187,0.731664956,1.92E-09,6.25E-09,0.021370597,0.68516994,333.4116847,342.8902422
19.67124549,2.655445309,0.468033437,20627169592,1.63E-10,9.98772E+11,0,0.019038777,569.757413,0.773826909,1.06E-09,1.06E-08,0.003761246,0.46528075,44.44159602,37.70063619
13.32847174,2.352634151,0.658922918,21972336315,1.99E-10,1.9137E+12,1,0.017046555,342.1323466,0.032870341,1.17E-09,1.22E-08,0.021640262,0.699477033,120.4524316,118.9117978
16.51145631,2.532988315,0.365504406,25479981379,3.47E-10,4.24249E+11,0,0.027260537,495.1962204,0.906571467,1.68E-09,9.77E-09,0.00180876,0.63136233,84.05116868,83.40623397
12.70105613,2.358530335,0.329888646,24864060351,3.63E-10,6.57929E+12,2,0.027748339,368.1319092,0.621405494,1.84E-09,6.41E-09,0.008516445,0.45886191,136.5192801,131.0999152
29.96129641,3.220155978,0.40448288,25123939803,2.19E-10,7.16823E+12,1,0.019366619,535.3764369,0.590228482,1.39E-09,7.01E-09,0.026514866,0.672744756,293.4531802,294.3987204
20.57882201,2.575673655,0.455317943,20518714630,1.63E-10,3.1616E+12,4,0.022879527,553.7399169,0.226051054,1.74E-09,8.09E-09,0.015226907,0.404930136,136.743423,137.4024647
21.66245153,3.8009404,0.30062325,23275065929,3.83E-10,1.5514E+12,2,0.029260124,533.7024586,0.759128574,1.92E-09,7.59E-09,0.006248624,0.615886466,182.0785535,187.0204616
21.76880539,3.099727424,0.436542271,23937147699,3.05E-10,6.55575E+12,2,0.014695919,588.1669039,0.549485153,1.08E-09,8.10E-09,0.028244127,0.413043713,129.4266247,121.4510776
21.50683221,3.816971859,0.582104716,20704677597,3.26E-10,9.70878E+11,0,0.011518138,357.9417818,0.842563498,1.18E-09,1.09E-08,0.001027279,0.693380593,75.93611247,69.91358462
26.80300581,3.521517879,0.390110323,24376782614,2.48E-10,6.56083E+12,2,0.021526123,460.1181831,0.247092364,1.02E-09,9.23E-09,0.022097725,0.479415763,109.6722283,110.7422692
26.48353304,2.779009876,0.435799408,25125086013,1.83E-10,5.81947E+12,0,0.025519977,517.4449713,0.523929602,1.44E-09,7.07E-09,0.025656064,0.518472028,149.1057363,146.7993538
29.00255521,3.314018434,0.593794788,21458287576,2.06E-10,8.96907E+12,0,0.010872092,429.7169574,0.513817725,1.60E-09,6.84E-09,0.017541865,0.317943055,113.0403576,104.02955
21.07085154,2.671977555,0.333878523,28935408819,3.44E-10,3.2238E+12,3,0.023622801,586.0125616,0.381965004,1.46E-09,6.89E-09,0.022133096,0.341804199,175.205835,181.934918
10.92591496,3.718412523,0.429983843,23563130125,2.82E-10,9.29215E+11,0,0.021056036,563.0932213,0.741450519,1.41E-09,1.07E-08,0.008233545,0.321947097,90.02074534,84.44626544
15.59325141,3.182249129,0.66020288,29126648324,1.90E-10,6.77925E+12,0,0.011024975,320.1089952,0.038430742,1.40E-09,8.18E-09,0.018897091,0.550157859,150.3232718,155.9686126
22.63102982,3.471360419,0.504607626,29048367976,3.59E-10,6.82417E+12,5,0.022440229,477.8506227,0.96275865,1.92E-09,9.43E-09,0.026739134,0.652791957,522.5145795,522.9850454
22.17461948,2.516278452,0.339098065,22129772171,1.12E-10,1.3051E+12,1,0.018014561,556.5573219,0.208720693,1.55E-09,6.47E-09,0.018493748,0.410725054,110.1126916,105.9306506
17.75589208,3.286832758,0.60822404,20644793533,2.81E-10,6.84629E+12,1,0.019457736,534.1112321,0.677887771,1.98E-09,8.52E-09,0.017102206,0.583351758,251.0924124,250.0812449
17.93188918,2.523065184,0.333206437,28928637382,1.67E-10,5.79588E+12,4,0.024307408,504.1959265,0.202237382,1.38E-09,1.13E-08,0.00587453,0.367005457,126.115189,126.34287
15.60772869,2.569417346,0.470556445,22513184294,3.38E-10,4.26134E+12,1,0.022586812,319.4543143,0.055842982,1.22E-09,8.27E-09,0.009098085,0.450589354,177.7001861,168.3831462
11.19221786,3.230354118,0.573883156,23826650103,2.86E-10,7.28441E+12,4,0.017899824,478.1833495,0.584509587,1.25E-09,9.08E-09,0.013554019,0.342894587,192.1593832,189.9917075
10.85858592,2.124114968,0.426453373,20894972439,1.40E-10,7.27622E+12,5,0.02327359,357.3247384,0.552975766,1.82E-09,9.12E-09,0.009691022,0.643185738,180.5798699,181.0521653
14.06847895,2.563456812,0.615776458,24282876683,1.39E-10,3.6121E+12,0,0.022284564,482.6619895,0.806142573,1.34E-09,7.53E-09,0.021642283,0.488890833,95.52322353,93.43488012
28.68710567,2.212058205,0.489035214,24853127118,3.02E-10,8.15792E+11,5,0.021154986,528.6677413,0.256334497,1.49E-09,1.06E-08,0.029988394,0.364846862,181.6836428,187.349411
21.9943315,3.795424633,0.59605953,25572170426,1.63E-10,8.85855E+12,0,0.013977407,462.5257844,0.587156955,1.20E-09,1.25E-08,0.016596265,0.361574643,89.89409923,83.84430199
18.62171814,3.031595821,0.630338114,26359865661,3.10E-10,9.43523E+12,5,0.021561519,419.6501239,0.942238953,1.43E-09,1.04E-08,0.00366848,0.41679256,271.708413,267.7624
11.1757122,3.153879146,0.350594537,26473660167,1.12E-10,2.5548E+12,5,0.024207868,485.5677636,0.482992209,1.23E-09,6.38E-09,0.021375537,0.306777556,250.9382373,256.4231632
14.23728215,3.837121582,0.488937848,21122775557,3.64E-10,3.14928E+12,1,0.011922341,498.8355468,0.462755179,1.56E-09,8.87E-09,0.027842364,0.625184421,310.9669303,312.2058409
23.31580703,3.136813204,0.502247304,26187682291,2.10E-10,9.58008E+12,0,0.010375205,533.3480663,0.016452745,1.56E-09,7.99E-09,0.002041603,0.455466266,68.48849561,77.0102148
18.52602921,3.144755413,0.319285388,29674897194,2.26E-10,8.08298E+12,2,0.02147855,458.933689,0.289027334,1.44E-09,1.05E-08,0.009896743,0.59828944,91.67746832,83.0415604
14.21799198,2.233578872,0.431320962,29491788304,2.15E-10,1.00496E+12,0,0.028289388,452.6234534,0.488225012,1.15E-09,7.65E-09,0.028770451,0.593171419,145.9458075,146.9034097
29.11240701,3.251291713,0.432219067,25497692287,1.76E-10,3.32948E+12,0,0.018811576,384.8714665,0.70828462,1.04E-09,6.81E-09,0.029521469,0.654063744,187.6155653,190.0132008
13.46472149,2.57109124,0.586437521,21937496767,1.37E-10,7.05049E+12,5,0.011286384,418.5153922,0.854424362,1.82E-09,6.45E-09,0.028818994,0.363665499,165.767194,174.5164869
24.61785879,2.868374903,0.456788623,26324390875,2.77E-10,6.23993E+12,5,0.018219985,478.6091597,0.947603241,1.71E-09,1.22E-08,0.013101531,0.59273379,238.5133457,246.590497
15.65431212,3.963849798,0.351307079,24578879253,2.88E-10,5.44823E+12,2,0.026518519,414.196973,0.035698742,1.23E-09,6.31E-09,0.009959286,0.630533811,210.7679033,213.0393322
14.40870468,2.160054949,0.451382603,23631071135,1.23E-10,3.11101E+12,2,0.010434524,410.8088714,0.877380004,1.32E-09,1.02E-08,0.008776095,0.655592474,28.84693499,36.07930958
19.03190561,3.965264157,0.389256739,25027543020,1.02E-10,4.98354E+12,1,0.025188774,439.5483164,0.034364018,1.67E-09,6.76E-09,0.008359412,0.479625447,207.932441,213.0351241
20.74542987,2.549532576,0.48322303,21803007866,2.10E-10,2.38511E+12,0,0.01209506,596.6307203,0.134967928,1.71E-09,7.79E-09,0.02875105,0.487983472,103.8650622,101.4335486
24.49581331,2.216679013,0.570913143,25241328637,1.11E-10,5.97762E+12,4,0.021092268,430.2006451,0.209213174,1.95E-09,9.51E-09,0.017664864,0.448963276,117.9197526,125.2960639
21.38299703,3.057102235,0.555068922,24580676573,1.48E-10,6.14307E+12,0,0.012020164,452.0441858,0.802494968,1.14E-09,7.44E-09,0.012229312,0.573322471,92.98636773,95.17214803
22.95298234,2.303717492,0.395378353,27809981714,3.78E-10,7.00941E+12,0,0.013409866,347.8460537,0.456789995,1.90E-09,7.84E-09,0.001242747,0.671540501,100.2935867,103.3261219
24.53912568,2.894429559,0.658430352,23858450989,2.49E-10,9.33402E+12,4,0.016039514,590.9570231,0.989736744,1.12E-09,1.17E-08,0.018949751,0.471001147,158.9689912,166.9103073
21.500862,2.526042299,0.388098358,24281814383,1.20E-10,5.45458E+12,0,0.017077058,476.0722588,0.721333297,1.93E-09,9.95E-09,0.010715704,0.51135297,59.6376095,68.03839508
13.22262032,2.095614119,0.509035542,26821512031,3.94E-10,9.57712E+12,1,0.01218257,426.7069466,0.262974549,1.09E-09,8.92E-09,0.013442032,0.653285792,175.0056501,180.5352168
26.85607165,3.467022048,0.466948392,23989020925,1.68E-10,4.86934E+12,0,0.020166136,389.0534038,0.663984801,1.38E-09,7.75E-09,0.025496435,0.611009968,168.5764641,159.1976704
10.86212817,2.839488623,0.642014235,25458055980,1.62E-10,4.80068E+12,5,0.022165586,427.0926679,0.516068062,1.35E-09,7.96E-09,0.006050476,0.47791736,227.8335584,219.5415528
19.30768177,2.041455741,0.356589876,27932700850,3.29E-10,3.96984E+12,3,0.016817442,403.634885,0.07154926,1.04E-09,7.83E-09,0.029896717,0.516975632,144.2160178,146.1582847
19.79825875,3.380820723,0.484171134,22696806823,2.88E-10,2.87914E+12,5,0.028039053,539.1940781,0.31865582,1.70E-09,1.18E-08,0.019745628,0.667752397,345.9213817,352.8033151
20.62895551,3.476178745,0.541203432,23798595443,2.49E-10,6.37156E+12,5,0.021733998,359.0832607,0.061336879,1.38E-09,7.18E-09,0.006037615,0.432329503,302.3996058,300.7347605
11.91112555,2.918720027,0.637174303,23012066002,3.79E-10,4.03532E+11,4,0.02148501,560.178385,0.276528958,1.94E-09,1.11E-08,0.024991092,0.64590134,249.8801767,249.414434
17.38063297,3.552072256,0.367431218,28889243633,3.77E-10,4.76381E+12,1,0.016800604,582.3743934,0.512415817,1.21E-09,1.03E-08,0.004383033,0.396740921,174.2749591,171.3044958
12.75865355,3.929706531,0.368162448,22598397812,3.85E-10,8.16717E+12,3,0.016371724,418.013274,0.709836419,1.20E-09,1.19E-08,0.019865632,0.620361872,194.1527105,202.0459157
10.73754503,2.128398011,0.30542989,24975682513,2.89E-10,3.66621E+12,4,0.012820066,388.9286497,0.171193602,1.53E-09,8.65E-09,0.005886418,0.406499124,97.80506207,93.20478889
26.15749489,3.636814369,0.423995682,24086921824,1.14E-10,1.02401E+12,5,0.013450384,411.2884755,0.810085847,1.29E-09,1.20E-08,0.001268489,0.691485009,175.0255552,165.465075
10.49622734,2.459438271,0.490083527,21667901971,3.93E-10,8.30713E+12,5,0.019505751,443.3248051,0.921030141,1.90E-09,9.57E-09,0.004165798,0.509500164,216.6006878,226.5826547
10.16248758,2.856828494,0.514007303,21218462534,2.04E-10,4.03627E+12,5,0.020166953,471.8467508,0.430415592,1.54E-09,7.87E-09,0.005745063,0.64531039,222.5433574,214.4670094
21.44209995,3.210428359,0.652879689,21726225201,3.29E-10,3.9227E+11,2,0.029684303,332.359234,0.698432636,1.02E-09,7.56E-09,0.027761394,0.461531101,150.7799607,146.489013
10.87779321,3.222509143,0.607033929,25951823493,2.40E-10,4.03871E+12,4,0.013863394,560.2378381,0.922216954,1.02E-09,9.47E-09,0.004204559,0.547638767,142.9034406,148.9213875
15.1152794,3.691995341,0.694663035,29681339520,2.53E-10,2.07197E+12,1,0.016468077,418.1702911,0.926934021,1.73E-09,8.50E-09,0.027924814,0.421941793,288.3582089,297.8097655
15.80486982,2.753292983,0.457919181,27932151041,2.86E-10,8.21351E+11,2,0.024308228,339.0295532,0.379346016,1.59E-09,6.47E-09,0.0054104,0.477286756,106.2271253,106.6050369
29.89985855,2.35664815,0.593843695,24976811685,3.26E-10,3.31245E+12,2,0.025927479,319.3687108,0.950845666,1.47E-09,6.44E-09,0.020092594,0.642476497,215.3803575,222.6975638
12.33792129,2.054290242,0.39839627,25206385942,1.83E-10,9.93247E+12,4,0.014769244,473.5555415,0.682258699,1.11E-09,1.07E-08,0.00249555,0.491620547,81.35058963,78.23163495
13.10865864,2.961419623,0.423556359,22529094111,3.51E-10,4.66572E+11,2,0.011943203,533.5553375,0.584121371,1.98E-09,6.87E-09,0.012734435,0.568440181,174.3505462,181.7480205
20.1882461,2.544265922,0.662581332,20828052609,3.85E-10,1.06495E+12,1,0.021527325,452.9643772,0.481104275,1.73E-09,1.11E-08,0.020261528,0.3531584,159.0586662,160.8986873
18.27484841,2.872429458,0.637280528,27359590560,1.77E-10,9.8613E+12,5,0.010853219,419.4503124,0.144658214,1.67E-09,1.07E-08,0.015224121,0.624579128,183.3751788,183.8101814
27.1702137,3.691559583,0.588669728,22762297409,3.27E-10,7.68865E+12,4,0.011402192,485.410064,0.981428224,1.35E-09,1.19E-08,0.028875949,0.655747042,253.380883,254.5234043
14.33171926,2.822770803,0.400315804,23358963886,2.91E-10,6.62724E+12,5,0.015664117,478.2838594,0.397552587,1.38E-09,1.07E-08,0.029664964,0.40388489,212.4546938,215.6814805
28.41011536,3.562169688,0.550847191,29077328204,1.35E-10,4.17987E+12,2,0.014730061,508.4478875,0.396580245,1.00E-09,7.55E-09,0.023814173,0.569307234,105.5843062,113.2922317
17.65881216,2.105494228,0.642738144,26063503813,2.37E-10,9.22552E+12,1,0.026319072,389.4036547,0.104806554,1.87E-09,8.03E-09,0.009158951,0.475040824,166.7535804,157.0259361
25.17833028,3.56205802,0.599396975,23882554155,2.23E-10,7.77555E+11,1,0.014751958,381.2966334,0.977769751,1.98E-09,1.13E-08,0.005177477,0.464293569,150.2075973,143.9530481
15.66615353,2.91096673,0.531472066,21860885409,3.75E-10,9.05458E+12,3,0.023158126,490.2497215,0.091845456,1.76E-09,1.05E-08,0.012017088,0.512630848,149.3486431,146.3773433
16.45084416,3.357374704,0.518942259,23784158398,1.43E-10,1.87108E+12,3,0.013776957,311.6989472,0.961568824,1.50E-09,7.13E-09,0.010204821,0.546256729,106.5051384,105.8190393
20.44765253,3.89322145,0.658469996,23426699701,3.53E-10,4.86644E+12,4,0.015625465,523.6537743,0.075450752,1.78E-09,6.47E-09,0.007062737,0.69614056,361.4075476,354.7214509
14.77498568,2.808020197,0.377294807,28902182029,3.49E-10,1.20203E+12,5,0.022532696,446.5834606,0.723961088,1.41E-09,8.83E-09,0.026468859,0.397696185,306.5045559,311.1302873
25.26658093,2.098425983,0.454740451,21463091729,1.59E-10,4.15231E+12,1,0.021476714,312.5473708,0.890416161,1.30E-09,6.84E-09,0.025516126,0.302898335,126.3486067,130.8452095
25.2299618,2.473864876,0.427170611,28477927428,1.12E-10,9.85269E+12,3,0.027501316,484.7775732,0.417821866,1.58E-09,1.18E-08,0.012138447,0.409225051,68.04383334,66.72870236
26.01806335,2.452292151,0.425142502,24670164732,1.59E-10,9.64066E+12,3,0.027153811,442.3616648,0.501433268,1.29E-09,7.34E-09,0.004052884,0.483990588,80.24200005,88.43640039
28.60685112,3.455201904,0.6877419,26843332843,1.09E-10,7.67482E+12,3,0.026741489,324.7583922,0.339710428,1.47E-09,1.00E-08,0.014074502,0.334229066,110.599866,111.8586604
11.50184226,2.509845841,0.424611866,24965769295,1.57E-10,7.13115E+12,2,0.024612135,562.4573095,0.790345143,1.65E-09,8.35E-09,0.010670555,0.655422769,69.84793454,71.89497146
10.47042664,2.841909838,0.398634764,23028315416,3.22E-10,5.22819E+11,1,0.01108736,484.6415068,0.557737054,1.50E-09,1.16E-08,0.005755665,0.619796111,108.9689154,102.9152751
18.16908767,3.89932065,0.38369262,25119044983,2.59E-10,9.41969E+12,5,0.026126997,306.2154821,0.28242287,1.85E-09,9.90E-09,0.019696143,0.503442709,437.4504941,435.7697914
16.00410758,2.096059856,0.58097525,28363388829,1.24E-10,5.94932E+12,0,0.013296788,364.5957081,0.148250008,1.56E-09,1.18E-08,0.011118747,0.477072361,47.05652381,49.87712898
12.55972938,3.754286129,0.310104335,26321150385,3.33E-10,5.16487E+12,1,0.025745443,323.5929327,0.66311988,1.65E-09,1.12E-08,0.020842341,0.654546922,350.2655696,354.9893951
18.84793632,3.311979185,0.566641828,29909309475,1.44E-10,4.78702E+12,1,0.025873294,514.030636,0.259546757,1.97E-09,1.23E-08,0.019464161,0.40267808,186.2904247,184.4495081
17.18969421,3.320469001,0.559699924,28482787813,3.63E-10,5.72687E+12,4,0.016654633,531.6239235,0.495317326,1.10E-09,8.91E-09,0.01865301,0.619388144,304.422827,304.8265859
19.48802745,3.646312139,0.471871217,23690947624,3.92E-10,6.15977E+11,1,0.024352378,441.4302796,0.757539285,1.03E-09,6.68E-09,0.010468678,0.68848296,360.3587201,366.2326326
20.70493797,3.473966781,0.349089015,20765598588,2.81E-10,5.98734E+12,0,0.016126148,390.6124891,0.282041023,1.96E-09,1.07E-08,0.028619114,0.314192603,117.4368132,111.3941676
28.0212327,2.47178568,0.691638214,24812913694,2.57E-10,9.60428E+12,3,0.028799543,435.6700047,0.339339401,1.17E-09,7.00E-09,0.018728425,0.656605856,194.0950222,200.3966844
10.92139021,2.347381684,0.640183229,22375823226,2.42E-10,9.60596E+12,3,0.023350346,539.2588326,0.74883389,1.31E-09,9.60E-09,0.026380559,0.351851736,97.52116855,98.59384378
17.64343378,3.095868683,0.350331076,21728993631,2.61E-10,1.30152E+12,5,0.01354996,476.4308355,0.241141293,1.02E-09,1.07E-08,0.007901116,0.471470136,161.9863978,153.0656515
10.37157467,3.492304799,0.52100164,23201217464,2.09E-10,2.2174E+12,1,0.012310466,523.5965656,0.525517133,1.41E-09,8.00E-09,0.027792247,0.624755104,218.5809453,217.9553208
26.16253544,2.433191623,0.349568452,21663260957,3.43E-10,2.10117E+12,1,0.012327323,438.6364298,0.37413862,1.07E-09,7.02E-09,0.003768486,0.496801772,109.7161236,113.613006
10.39524738,3.399990353,0.692062308,21478808354,1.08E-10,2.28139E+12,4,0.02720702,339.7968421,0.608456474,1.01E-09,6.47E-09,0.020637124,0.486635824,228.8466359,238.5770041
14.16231048,3.830685552,0.636418732,26771301974,3.40E-10,3.92644E+12,2,0.028036783,534.852624,0.599907298,1.72E-09,7.26E-09,0.008020135,0.316221751,152.5325793,148.7081098
